country,year,disorder,value
Estonia,2000,Alcohol dependence,2.955330965781087
Estonia,2000,Alcohol abuse,2.1054080022189123
Estonia,2001,Alcohol dependence,3.055062138103295
Estonia,2001,Alcohol abuse,1.996473089896705
Estonia,2002,Alcohol dependence,2.890809174288335
Estonia,2002,Alcohol abuse,2.1316614947116643
Estonia,2003,Alcohol dependence,3.139041386591424
Estonia,2003,Alcohol abuse,1.846145229408576
Estonia,2004,Alcohol dependence,3.0313318155057996
Estonia,2004,Alcohol abuse,1.920197631494201
Estonia,2005,Alcohol dependence,2.953479021341989
Estonia,2005,Alcohol abuse,1.9800165096580113
Estonia,2006,Alcohol dependence,2.953911200604123
Estonia,2006,Alcohol abuse,1.985116696395878
Estonia,2007,Alcohol dependence,2.924633331430546
Estonia,2007,Alcohol abuse,2.036966244569454
Estonia,2008,Alcohol dependence,2.948530745995401
Estonia,2008,Alcohol abuse,2.041984620004599
Estonia,2009,Alcohol dependence,3.033321334658257
Estonia,2009,Alcohol abuse,1.9817637533417436
Estonia,2010,Alcohol dependence,3.017849667824338
Estonia,2010,Alcohol abuse,2.0068989271756625
Finland,2000,Alcohol dependence,1.756486209121143
Finland,2000,Alcohol abuse,1.099388935878857
Finland,2001,Alcohol dependence,1.6687460724351586
Finland,2001,Alcohol abuse,1.2004028675648415
Finland,2002,Alcohol dependence,1.749691160509519
Finland,2002,Alcohol abuse,1.1241758814904814
Finland,2003,Alcohol dependence,1.6903263745812762
Finland,2003,Alcohol abuse,1.1827534184187238
Finland,2004,Alcohol dependence,1.7630215614784632
Finland,2004,Alcohol abuse,1.1064224695215368
Finland,2005,Alcohol dependence,1.750579101931236
Finland,2005,Alcohol abuse,1.115551583068764
Finland,2006,Alcohol dependence,1.7357591845732698
Finland,2006,Alcohol abuse,1.1266215874267302
Finland,2007,Alcohol dependence,1.7293612084583745
Finland,2007,Alcohol abuse,1.1265326595416254
Finland,2008,Alcohol dependence,1.7316980237172805
Finland,2008,Alcohol abuse,1.1160828612827198
Finland,2009,Alcohol dependence,1.7371283131899231
Finland,2009,Alcohol abuse,1.1023868228100766
Finland,2010,Alcohol dependence,1.6698258292703332
Finland,2010,Alcohol abuse,1.1620511157296667
France,2000,Alcohol dependence,0.8339248321849645
France,2000,Alcohol abuse,0.5699960698150355
France,2001,Alcohol dependence,0.8346735247090988
France,2001,Alcohol abuse,0.5740479112909012
France,2002,Alcohol dependence,0.866047303851725
France,2002,Alcohol abuse,0.5496147901482752
France,2003,Alcohol dependence,0.8372124867188918
France,2003,Alcohol abuse,0.5868213042811081
France,2004,Alcohol dependence,0.9259690427539271
France,2004,Alcohol abuse,0.507237219246073
France,2005,Alcohol dependence,0.8501336569503514
France,2005,Alcohol abuse,0.5922552040496487
France,2006,Alcohol dependence,0.9088379837998357
France,2006,Alcohol abuse,0.5452317732001644
France,2007,Alcohol dependence,0.8623551956454694
France,2007,Alcohol abuse,0.6066738503545306
France,2008,Alcohol dependence,0.8467038978644049
France,2008,Alcohol abuse,0.6370035701355949
France,2009,Alcohol dependence,0.88623014023232
France,2009,Alcohol abuse,0.60826472376768
France,2010,Alcohol dependence,0.8841397042589831
France,2010,Alcohol abuse,0.6137149817410168
Germany,2000,Alcohol dependence,1.2404735125073525
Germany,2000,Alcohol abuse,0.9260660074926478
Germany,2001,Alcohol dependence,1.3323243831480835
Germany,2001,Alcohol abuse,0.8093337608519163
Germany,2002,Alcohol dependence,1.2528515556100182
Germany,2002,Alcohol abuse,0.840706571389982
Germany,2003,Alcohol dependence,1.1526017926808099
Germany,2003,Alcohol abuse,0.8854408813191903
Germany,2004,Alcohol dependence,1.2069899493388379
Germany,2004,Alcohol abuse,0.784053475661162
Germany,2005,Alcohol dependence,1.17316304582213
Germany,2005,Alcohol abuse,0.79531024317787
Germany,2006,Alcohol dependence,1.1703509753592587
Germany,2006,Alcohol abuse,0.8065465396407414
Germany,2007,Alcohol dependence,1.2008116954463435
Germany,2007,Alcohol abuse,0.8032919315536566
Germany,2008,Alcohol dependence,1.23572973124597
Germany,2008,Alcohol abuse,0.8020676207540299
Germany,2009,Alcohol dependence,1.2949023091947798
Germany,2009,Alcohol abuse,0.7701696168052203
Germany,2010,Alcohol dependence,1.1929370273498563
Germany,2010,Alcohol abuse,0.8801831826501436
Greece,2000,Alcohol dependence,0.6707284964074761
Greece,2000,Alcohol abuse,0.4057304665925239
Greece,2001,Alcohol dependence,0.6585912096474492
Greece,2001,Alcohol abuse,0.41869133535255076
Greece,2002,Alcohol dependence,0.6058410555509247
Greece,2002,Alcohol abuse,0.47190694444907505
Greece,2003,Alcohol dependence,0.6145816200681131
Greece,2003,Alcohol abuse,0.4636090619318869
Greece,2004,Alcohol dependence,0.6388190804618573
Greece,2004,Alcohol abuse,0.4398914615381428
Greece,2005,Alcohol dependence,0.6595235472318266
Greece,2005,Alcohol abuse,0.42000661176817333
Greece,2006,Alcohol dependence,0.6680929444150547
Greece,2006,Alcohol abuse,0.41803927458494516
Greece,2007,Alcohol dependence,0.6271290367564873
Greece,2007,Alcohol abuse,0.4732161632435126
Greece,2008,Alcohol dependence,0.6885710101857265
Greece,2008,Alcohol abuse,0.4283713558142734
Greece,2009,Alcohol dependence,0.6763265730557376
Greece,2009,Alcohol abuse,0.45437620794426237
Greece,2010,Alcohol dependence,0.6931379381885034
Greece,2010,Alcohol abuse,0.4431494648114967
Hungary,2000,Alcohol dependence,1.4632631980775601
Hungary,2000,Alcohol abuse,0.9116728019224398
Hungary,2001,Alcohol dependence,1.3844267656308618
Hungary,2001,Alcohol abuse,0.9706902593691387
Hungary,2002,Alcohol dependence,1.397619992310561
Hungary,2002,Alcohol abuse,0.9320314216894393
Hungary,2003,Alcohol dependence,1.3981541288781274
Hungary,2003,Alcohol abuse,0.9052991931218726
Hungary,2004,Alcohol dependence,1.3774302262959297
Hungary,2004,Alcohol abuse,0.9037258257040703
Hungary,2005,Alcohol dependence,1.2939056833313411
Hungary,2005,Alcohol abuse,0.973763707668659
Hungary,2006,Alcohol dependence,1.3470249557856078
Hungary,2006,Alcohol abuse,0.9104805882143922
Hungary,2007,Alcohol dependence,1.2936796845984866
Hungary,2007,Alcohol abuse,0.9497813964015137
Hungary,2008,Alcohol dependence,1.346943236525878
Hungary,2008,Alcohol abuse,0.8808261734741223
Hungary,2009,Alcohol dependence,1.3568719035353298
Hungary,2009,Alcohol abuse,0.8554212994646702
Hungary,2010,Alcohol dependence,1.2531396689769578
Hungary,2010,Alcohol abuse,0.9460266880230422
Iceland,2000,Alcohol dependence,0.6963915559546725
Iceland,2000,Alcohol abuse,0.48272021004532734
Iceland,2001,Alcohol dependence,0.712744942735752
Iceland,2001,Alcohol abuse,0.466864607264248
Iceland,2002,Alcohol dependence,0.7348434689057716
Iceland,2002,Alcohol abuse,0.44532222209422856
Iceland,2003,Alcohol dependence,0.722079763175574
Iceland,2003,Alcohol abuse,0.459102630824426
Iceland,2004,Alcohol dependence,0.702397791361139
Iceland,2004,Alcohol abuse,0.48010553063886113
Iceland,2005,Alcohol dependence,0.6935205287092143
Iceland,2005,Alcohol abuse,0.4923496982907858
Iceland,2006,Alcohol dependence,0.7029290543773109
Iceland,2006,Alcohol abuse,0.4884471906226892
Iceland,2007,Alcohol dependence,0.6652969386676132
Iceland,2007,Alcohol abuse,0.5334890733323866
Iceland,2008,Alcohol dependence,0.7267706197697783
Iceland,2008,Alcohol abuse,0.4786181712302218
Iceland,2009,Alcohol dependence,0.724588937569101
Iceland,2009,Alcohol abuse,0.4839098044308989
Iceland,2010,Alcohol dependence,0.7447030553240711
Iceland,2010,Alcohol abuse,0.4644305156759289
Ireland,2000,Alcohol dependence,1.060422358981674
Ireland,2000,Alcohol abuse,0.8079947820183259
Ireland,2001,Alcohol dependence,1.1484954254374773
Ireland,2001,Alcohol abuse,0.7289937125625229
Ireland,2002,Alcohol dependence,1.0692588883296144
Ireland,2002,Alcohol abuse,0.8164160496703855
Ireland,2003,Alcohol dependence,1.1212534467404953
Ireland,2003,Alcohol abuse,0.7731347402595045
Ireland,2004,Alcohol dependence,1.1541925312476178
Ireland,2004,Alcohol abuse,0.7503441377523823
Ireland,2005,Alcohol dependence,1.1483270234539924
Ireland,2005,Alcohol abuse,0.7685354435460074
Ireland,2006,Alcohol dependence,1.1932865734387683
Ireland,2006,Alcohol abuse,0.7554776575612314
Ireland,2007,Alcohol dependence,1.1309479219039533
Ireland,2007,Alcohol abuse,0.8737302430960469
Ireland,2008,Alcohol dependence,1.2362831444287907
Ireland,2008,Alcohol abuse,0.829919013571209
Ireland,2009,Alcohol dependence,1.2855701434942262
Ireland,2009,Alcohol abuse,0.8297420405057735
Ireland,2010,Alcohol dependence,1.2709288128494547
Ireland,2010,Alcohol abuse,0.8629338711505451
Italy,2000,Alcohol dependence,0.2649235153099142
Italy,2000,Alcohol abuse,0.1849768506900858
Italy,2001,Alcohol dependence,0.25924512609005007
Italy,2001,Alcohol abuse,0.19090971360994988
Italy,2002,Alcohol dependence,0.2785502137824771
Italy,2002,Alcohol abuse,0.17180596551752295
Italy,2003,Alcohol dependence,0.27849891468146826
Italy,2003,Alcohol abuse,0.17209064211853187
Italy,2004,Alcohol dependence,0.2870647289549532
Italy,2004,Alcohol abuse,0.1638612155450468
Italy,2005,Alcohol dependence,0.2741861365072106
Italy,2005,Alcohol abuse,0.1772310153927894
Italy,2006,Alcohol dependence,0.27937582086363083
Italy,2006,Alcohol abuse,0.1740559455363692
Italy,2007,Alcohol dependence,0.275035073635065
Italy,2007,Alcohol abuse,0.18237837666493498
Italy,2008,Alcohol dependence,0.27178988168312107
Italy,2008,Alcohol abuse,0.19015910861687893
Italy,2009,Alcohol dependence,0.28621044918891153
Italy,2009,Alcohol abuse,0.17946835391108856
Italy,2010,Alcohol dependence,0.28062737529743503
Italy,2010,Alcohol abuse,0.18659301300256495
Latvia,2000,Alcohol dependence,2.8214120890635215
Latvia,2000,Alcohol abuse,1.7893906709364786
Latvia,2001,Alcohol dependence,2.7397151859013507
Latvia,2001,Alcohol abuse,1.8384348550986496
Latvia,2002,Alcohol dependence,2.71583246708574
Latvia,2002,Alcohol abuse,1.8148892389142595
Latvia,2003,Alcohol dependence,2.6731944554249223
Latvia,2003,Alcohol abuse,1.8072327875750782
Latvia,2004,Alcohol dependence,2.673714328839291
Latvia,2004,Alcohol abuse,1.7646697461607088
Latvia,2005,Alcohol dependence,2.658872142606576
Latvia,2005,Alcohol abuse,1.756799624393424
Latvia,2006,Alcohol dependence,2.675218135095862
Latvia,2006,Alcohol abuse,1.7415799689041371
Latvia,2007,Alcohol dependence,2.691889192752758
Latvia,2007,Alcohol abuse,1.7409659942472422
Latvia,2008,Alcohol dependence,2.6458099434991413
Latvia,2008,Alcohol abuse,1.8106487795008586
Latvia,2009,Alcohol dependence,2.783443942030732
Latvia,2009,Alcohol abuse,1.6955838799692677
Latvia,2010,Alcohol dependence,2.579397222152935
Latvia,2010,Alcohol abuse,1.9130758488470643
Lithuania,2000,Alcohol dependence,2.9095006177864704
Lithuania,2000,Alcohol abuse,1.9335569422135301
Lithuania,2001,Alcohol dependence,2.9685192691930826
Lithuania,2001,Alcohol abuse,1.8042053158069178
Lithuania,2002,Alcohol dependence,2.801588216461489
Lithuania,2002,Alcohol abuse,1.860454326538511
Lithuania,2003,Alcohol dependence,2.816115868773396
Lithuania,2003,Alcohol abuse,1.7263998352266043
Lithuania,2004,Alcohol dependence,2.6930649752327156
Lithuania,2004,Alcohol abuse,1.7527108557672844
Lithuania,2005,Alcohol dependence,2.5892761645643354
Lithuania,2005,Alcohol abuse,1.8140583554356637
Lithuania,2006,Alcohol dependence,2.7399024607410736
Lithuania,2006,Alcohol abuse,1.6737809652589268
Lithuania,2007,Alcohol dependence,2.627156933433111
Lithuania,2007,Alcohol abuse,1.818457214566889
Lithuania,2008,Alcohol dependence,2.4032921640773153
Lithuania,2008,Alcohol abuse,2.083095073922684
Lithuania,2009,Alcohol dependence,2.613064477377149
Lithuania,2009,Alcohol abuse,1.9104136136228511
Lithuania,2010,Alcohol dependence,2.7011277506274034
Lithuania,2010,Alcohol abuse,1.8423051643725963
Luxembourg,2000,Alcohol dependence,0.8440748667014982
Luxembourg,2000,Alcohol abuse,0.6009427392985017
Luxembourg,2001,Alcohol dependence,0.8552075110245371
Luxembourg,2001,Alcohol abuse,0.584445689975463
Luxembourg,2002,Alcohol dependence,0.8870494789255394
Luxembourg,2002,Alcohol abuse,0.5420380410744605
Luxembourg,2003,Alcohol dependence,0.8777418354828244
Luxembourg,2003,Alcohol abuse,0.538975836517176
Luxembourg,2004,Alcohol dependence,0.8358926625238928
Luxembourg,2004,Alcohol abuse,0.5700571514761071
Luxembourg,2005,Alcohol dependence,0.8436097218100694
Luxembourg,2005,Alcohol abuse,0.5564495471899306
Luxembourg,2006,Alcohol dependence,0.852772791127827
Luxembourg,2006,Alcohol abuse,0.5433135708721729
Luxembourg,2007,Alcohol dependence,0.8464340861200054
Luxembourg,2007,Alcohol abuse,0.5448670408799946
Luxembourg,2008,Alcohol dependence,0.7592628062579565
Luxembourg,2008,Alcohol abuse,0.6280262337420436
Luxembourg,2009,Alcohol dependence,0.8545034158023114
Luxembourg,2009,Alcohol abuse,0.5293352881976885
Luxembourg,2010,Alcohol dependence,0.8142109404004089
Luxembourg,2010,Alcohol abuse,0.5669098175995912
Malta,2000,Alcohol dependence,0.6155113992107785
Malta,2000,Alcohol abuse,0.4404348537892215
Malta,2001,Alcohol dependence,0.627393778757057
Malta,2001,Alcohol abuse,0.42911959724294296
Malta,2002,Alcohol dependence,0.5921650896984596
Malta,2002,Alcohol abuse,0.46444744130154053
Malta,2003,Alcohol dependence,0.6465897533153943
Malta,2003,Alcohol abuse,0.4104903966846057
Malta,2004,Alcohol dependence,0.6386847555202412
Malta,2004,Alcohol abuse,0.4188410984797588
Malta,2005,Alcohol dependence,0.6434973450210247
Malta,2005,Alcohol abuse,0.4149332059789754
Malta,2006,Alcohol dependence,0.614517642554033
Malta,2006,Alcohol abuse,0.4495934214459671
Malta,2007,Alcohol dependence,0.6608225551324188
Malta,2007,Alcohol abuse,0.41401140686758103
Malta,2008,Alcohol dependence,0.661208670337783
Malta,2008,Alcohol abuse,0.42642451266221687
Malta,2009,Alcohol dependence,0.6528014919078764
Malta,2009,Alcohol abuse,0.44550002809212347
Malta,2010,Alcohol dependence,0.6633227315357779
Malta,2010,Alcohol abuse,0.440295391464222
Moldova,2000,Alcohol dependence,2.1823775373234953
Moldova,2000,Alcohol abuse,1.4429627336765043
Moldova,2001,Alcohol dependence,2.137625975057312
Moldova,2001,Alcohol abuse,1.4911358309426879
Moldova,2002,Alcohol dependence,2.210889967362515
Moldova,2002,Alcohol abuse,1.4281389766374852
Moldova,2003,Alcohol dependence,2.1774642302151794
Moldova,2003,Alcohol abuse,1.4768705207848203
Moldova,2004,Alcohol dependence,2.1778727995981915
Moldova,2004,Alcohol abuse,1.4948753654018079
Moldova,2005,Alcohol dependence,2.223405283189839
Moldova,2005,Alcohol abuse,1.4687209508101604
Moldova,2006,Alcohol dependence,2.259487552622235
Moldova,2006,Alcohol abuse,1.471747677377765
Moldova,2007,Alcohol dependence,2.400133703335654
Moldova,2007,Alcohol abuse,1.3982500136643459
Moldova,2008,Alcohol dependence,2.3074106239781
Moldova,2008,Alcohol abuse,1.5680056780219003
Moldova,2009,Alcohol dependence,2.37541299547054
Moldova,2009,Alcohol abuse,1.56830690552946
Moldova,2010,Alcohol dependence,2.361465133513902
Moldova,2010,Alcohol abuse,1.6228272154860974
Montenegro,2000,Alcohol dependence,0.9903495773697348
Montenegro,2000,Alcohol abuse,0.7166438146302653
Montenegro,2001,Alcohol dependence,1.0153255203130764
Montenegro,2001,Alcohol abuse,0.6979859666869233
Montenegro,2002,Alcohol dependence,1.0409502419889005
Montenegro,2002,Alcohol abuse,0.6863000720110991
Montenegro,2003,Alcohol dependence,1.049189894581876
Montenegro,2003,Alcohol abuse,0.695571878418124
Montenegro,2004,Alcohol dependence,1.0091635366787322
Montenegro,2004,Alcohol abuse,0.7528470003212677
Montenegro,2005,Alcohol dependence,1.0486069962619002
Montenegro,2005,Alcohol abuse,0.7266993967380999
Montenegro,2006,Alcohol dependence,1.049234673770424
Montenegro,2006,Alcohol abuse,0.7395412682295759
Montenegro,2007,Alcohol dependence,1.0294057165506714
Montenegro,2007,Alcohol abuse,0.7774692014493286
Montenegro,2008,Alcohol dependence,1.1173828993913477
Montenegro,2008,Alcohol abuse,0.7081416516086524
Montenegro,2009,Alcohol dependence,1.0863966762398405
Montenegro,2009,Alcohol abuse,0.7543383287601594
Montenegro,2010,Alcohol dependence,1.0876707538448258
Montenegro,2010,Alcohol abuse,0.7609753461551739
Netherlands,2000,Alcohol dependence,0.48128131232396776
Netherlands,2000,Alcohol abuse,0.33007390967603223
Netherlands,2001,Alcohol dependence,0.45289568175060674
Netherlands,2001,Alcohol abuse,0.3488049298493932
Netherlands,2002,Alcohol dependence,0.46832231290441323
Netherlands,2002,Alcohol abuse,0.3129261666955867
Netherlands,2003,Alcohol dependence,0.48458661329606983
Netherlands,2003,Alcohol abuse,0.2724633460039301
Netherlands,2004,Alcohol dependence,0.4501661083874199
Netherlands,2004,Alcohol abuse,0.2857594306125802
Netherlands,2005,Alcohol dependence,0.4093096505027114
Netherlands,2005,Alcohol abuse,0.31542744189728855
Netherlands,2006,Alcohol dependence,0.42068706406180145
Netherlands,2006,Alcohol abuse,0.30131421783819856
Netherlands,2007,Alcohol dependence,0.41491409021949366
Netherlands,2007,Alcohol abuse,0.30627660028050635
Netherlands,2008,Alcohol dependence,0.4365369432425658
Netherlands,2008,Alcohol abuse,0.2852349357574341
Netherlands,2009,Alcohol dependence,0.42331818208149175
Netherlands,2009,Alcohol abuse,0.29973803921850833
Netherlands,2010,Alcohol dependence,0.423151847274763
Netherlands,2010,Alcohol abuse,0.301318004425237
Norway,2000,Alcohol dependence,0.9839891186829475
Norway,2000,Alcohol abuse,0.6706320273170524
Norway,2001,Alcohol dependence,0.9799398228955203
Norway,2001,Alcohol abuse,0.6410675861044796
Norway,2002,Alcohol dependence,0.9628555805104532
Norway,2002,Alcohol abuse,0.6031322594895467
Norway,2003,Alcohol dependence,0.9048149560867605
Norway,2003,Alcohol abuse,0.6007007679132395
Norway,2004,Alcohol dependence,0.8674449129326971
Norway,2004,Alcohol abuse,0.5879075410673028
Norway,2005,Alcohol dependence,0.8670393206742745
Norway,2005,Alcohol abuse,0.5643112353257254
Norway,2006,Alcohol dependence,0.8220843528046792
Norway,2006,Alcohol abuse,0.6059453081953208
Norway,2007,Alcohol dependence,0.846255663098775
Norway,2007,Alcohol abuse,0.5820986079012249
Norway,2008,Alcohol dependence,0.9075056678544752
Norway,2008,Alcohol abuse,0.522803303145525
Norway,2009,Alcohol dependence,0.7882542411598535
Norway,2009,Alcohol abuse,0.6439730358401464
Norway,2010,Alcohol dependence,0.830123365168656
Norway,2010,Alcohol abuse,0.6025171428313439
Poland,2000,Alcohol dependence,1.1890994500133716
Poland,2000,Alcohol abuse,0.7215611599866286
Poland,2001,Alcohol dependence,1.2027373153329177
Poland,2001,Alcohol abuse,0.7176233536670824
Poland,2002,Alcohol dependence,1.1753836972186624
Poland,2002,Alcohol abuse,0.7591513627813378
Poland,2003,Alcohol dependence,1.1807398613084623
Poland,2003,Alcohol abuse,0.7691594066915377
Poland,2004,Alcohol dependence,1.16138554668709
Poland,2004,Alcohol abuse,0.8017711733129104
Poland,2005,Alcohol dependence,1.1576119797737903
Poland,2005,Alcohol abuse,0.8134235392262095
Poland,2006,Alcohol dependence,1.22518667309895
Poland,2006,Alcohol abuse,0.7525012489010502
Poland,2007,Alcohol dependence,1.2066016435211737
Poland,2007,Alcohol abuse,0.7811880134788263
Poland,2008,Alcohol dependence,1.2158200573451112
Poland,2008,Alcohol abuse,0.783063657654889
Poland,2009,Alcohol dependence,1.2649994116018595
Poland,2009,Alcohol abuse,0.7435571923981403
Poland,2010,Alcohol dependence,1.192959625296443
Poland,2010,Alcohol abuse,0.8212893437035571
Portugal,2000,Alcohol dependence,0.7566408972424614
Portugal,2000,Alcohol abuse,0.5140503237575388
Portugal,2001,Alcohol dependence,0.7372203369164451
Portugal,2001,Alcohol abuse,0.5409846940835549
Portugal,2002,Alcohol dependence,0.8015304590601746
Portugal,2002,Alcohol abuse,0.4825636899398253
Portugal,2003,Alcohol dependence,0.7780227068265401
Portugal,2003,Alcohol abuse,0.5106026981734596
Portugal,2004,Alcohol dependence,0.8510666697555554
Portugal,2004,Alcohol abuse,0.44074852724444447
Portugal,2005,Alcohol dependence,0.8113864034527433
Portugal,2005,Alcohol abuse,0.4823074625472566
Portugal,2006,Alcohol dependence,0.7912076779983573
Portugal,2006,Alcohol abuse,0.5037497210016426
Portugal,2007,Alcohol dependence,0.789406312533965
Portugal,2007,Alcohol abuse,0.5066405024660348
Portugal,2008,Alcohol dependence,0.7908729022921797
Portugal,2008,Alcohol abuse,0.5060016597078202
Portugal,2009,Alcohol dependence,0.7608254347348429
Portugal,2009,Alcohol abuse,0.536131640265157
Portugal,2010,Alcohol dependence,0.7608719553144498
Portugal,2010,Alcohol abuse,0.5354387186855502
Romania,2000,Alcohol dependence,1.1217284325562253
Romania,2000,Alcohol abuse,0.7527342994437747
Romania,2001,Alcohol dependence,1.1618581843247393
Romania,2001,Alcohol abuse,0.6956808256752608
Romania,2002,Alcohol dependence,1.1073223859775518
Romania,2002,Alcohol abuse,0.7318634120224481
Romania,2003,Alcohol dependence,1.07761668130708
Romania,2003,Alcohol abuse,0.7435120356929201
Romania,2004,Alcohol dependence,1.0978104120983043
Romania,2004,Alcohol abuse,0.7072789839016957
Romania,2005,Alcohol dependence,1.0947734869000723
Romania,2005,Alcohol abuse,0.6980090990999277
Romania,2006,Alcohol dependence,1.0436149186791857
Romania,2006,Alcohol abuse,0.7367152813208144
Romania,2007,Alcohol dependence,1.0792590645026063
Romania,2007,Alcohol abuse,0.685453217497394
Romania,2008,Alcohol dependence,1.0146229496249084
Romania,2008,Alcohol abuse,0.7338130213750916
Romania,2009,Alcohol dependence,1.044050191465304
Romania,2009,Alcohol abuse,0.690297789534696
Romania,2010,Alcohol dependence,1.0233654668016523
Romania,2010,Alcohol abuse,0.7019135151983478
Russia,2000,Alcohol dependence,3.2070438211497323
Russia,2000,Alcohol abuse,2.1858420288502676
Russia,2001,Alcohol dependence,3.2114232969549015
Russia,2001,Alcohol abuse,2.1544036350450986
Russia,2002,Alcohol dependence,3.273542411385815
Russia,2002,Alcohol abuse,2.031855293614185
Russia,2003,Alcohol dependence,3.1112454804057834
Russia,2003,Alcohol abuse,2.119488258594216
Russia,2004,Alcohol dependence,3.082558204043038
Russia,2004,Alcohol abuse,2.080283902956962
Russia,2005,Alcohol dependence,2.9627316440106846
Russia,2005,Alcohol abuse,2.1598362819893158
Russia,2006,Alcohol dependence,3.171387810974793
Russia,2006,Alcohol abuse,1.970583096025207
Russia,2007,Alcohol dependence,3.2260065679593763
Russia,2007,Alcohol abuse,1.9893315220406238
Russia,2008,Alcohol dependence,3.220487771704501
Russia,2008,Alcohol abuse,2.0833124582954983
Russia,2009,Alcohol dependence,3.149039936258738
Russia,2009,Alcohol abuse,2.222622553741263
Russia,2010,Alcohol dependence,3.25171959544651
Russia,2010,Alcohol abuse,2.1317056115534903
Serbia,2000,Alcohol dependence,1.0878636790759773
Serbia,2000,Alcohol abuse,0.7859465509240229
Serbia,2001,Alcohol dependence,1.1099362356776936
Serbia,2001,Alcohol abuse,0.7739449583223063
Serbia,2002,Alcohol dependence,1.1647549528985217
Serbia,2002,Alcohol abuse,0.7382824391014783
Serbia,2003,Alcohol dependence,1.169001947925816
Serbia,2003,Alcohol abuse,0.756657182074184
Serbia,2004,Alcohol dependence,1.148993411106042
Serbia,2004,Alcohol abuse,0.7979564658939579
Serbia,2005,Alcohol dependence,1.1878889161293966
Serbia,2005,Alcohol abuse,0.7740381128706034
Serbia,2006,Alcohol dependence,1.189864043991776
Serbia,2006,Alcohol abuse,0.784609130008224
Serbia,2007,Alcohol dependence,1.2234780036381674
Serbia,2007,Alcohol abuse,0.7669706913618326
Serbia,2008,Alcohol dependence,1.1861357968628943
Serbia,2008,Alcohol abuse,0.8204219501371061
Serbia,2009,Alcohol dependence,1.193720262395132
Serbia,2009,Alcohol abuse,0.8257127436048681
Serbia,2010,Alcohol dependence,1.235457907705234
Serbia,2010,Alcohol abuse,0.7904131152947661
Slovakia,2000,Alcohol dependence,1.2586119420947774
Slovakia,2000,Alcohol abuse,0.9626851599052225
Slovakia,2001,Alcohol dependence,1.4426483000221515
Slovakia,2001,Alcohol abuse,0.7909268289778486
Slovakia,2002,Alcohol dependence,1.3590129324298141
Slovakia,2002,Alcohol abuse,0.9001272205701858
Slovakia,2003,Alcohol dependence,1.352038158632211
Slovakia,2003,Alcohol abuse,0.937978955367789
Slovakia,2004,Alcohol dependence,1.4469126390479068
Slovakia,2004,Alcohol abuse,0.8715557689520932
Slovakia,2005,Alcohol dependence,1.4468502464220978
Slovakia,2005,Alcohol abuse,0.8896592125779023
Slovakia,2006,Alcohol dependence,1.3185164551110193
Slovakia,2006,Alcohol abuse,1.0316732478889805
Slovakia,2007,Alcohol dependence,1.4090737749912545
Slovakia,2007,Alcohol abuse,0.9596090300087456
Slovakia,2008,Alcohol dependence,1.4027860320394876
Slovakia,2008,Alcohol abuse,0.9854505939605123
Slovakia,2009,Alcohol dependence,1.4436661345487314
Slovakia,2009,Alcohol abuse,0.9615568714512686
Slovakia,2010,Alcohol dependence,1.4804547598306688
Slovakia,2010,Alcohol abuse,0.9356495181693313
Slovenia,2000,Alcohol dependence,1.205659542135138
Slovenia,2000,Alcohol abuse,0.8631895228648625
Slovenia,2001,Alcohol dependence,1.262562042521188
Slovenia,2001,Alcohol abuse,0.8233432094788117
Slovenia,2002,Alcohol dependence,1.2758837839001882
Slovenia,2002,Alcohol abuse,0.8417961600998117
Slovenia,2003,Alcohol dependence,1.2661234591353652
Slovenia,2003,Alcohol abuse,0.8885678228646346
Slovenia,2004,Alcohol dependence,1.3269920757224052
Slovenia,2004,Alcohol abuse,0.8602604072775951
Slovenia,2005,Alcohol dependence,1.3274692368618923
Slovenia,2005,Alcohol abuse,0.8783522581381077
Slovenia,2006,Alcohol dependence,1.324430624793511
Slovenia,2006,Alcohol abuse,0.8871207582064894
Slovenia,2007,Alcohol dependence,1.3203628368772566
Slovenia,2007,Alcohol abuse,0.8935094401227437
Slovenia,2008,Alcohol dependence,1.3410101633062859
Slovenia,2008,Alcohol abuse,0.873448102693714
Slovenia,2009,Alcohol dependence,1.3063549408665567
Slovenia,2009,Alcohol abuse,0.9081865281334432
Slovenia,2010,Alcohol dependence,1.297439377055235
Slovenia,2010,Alcohol abuse,0.918149781944765
Spain,2000,Alcohol dependence,0.5056482450199096
Spain,2000,Alcohol abuse,0.3290814341800904
Spain,2001,Alcohol dependence,0.4939042498075511
Spain,2001,Alcohol abuse,0.34177661999244885
Spain,2002,Alcohol dependence,0.5102051642255747
Spain,2002,Alcohol abuse,0.3260153465744254
Spain,2003,Alcohol dependence,0.4866429641430735
Spain,2003,Alcohol abuse,0.3499878451569264
Spain,2004,Alcohol dependence,0.5192423403531398
Spain,2004,Alcohol abuse,0.3180601976468602
Spain,2005,Alcohol dependence,0.5014001729787283
Spain,2005,Alcohol abuse,0.33732860762127165
Spain,2006,Alcohol dependence,0.4977038210508863
Spain,2006,Alcohol abuse,0.3491837969491139
Spain,2007,Alcohol dependence,0.5257157088907394
Spain,2007,Alcohol abuse,0.33781999470926066
Spain,2008,Alcohol dependence,0.5354420244649924
Spain,2008,Alcohol abuse,0.34719365603500757
Spain,2009,Alcohol dependence,0.5462164039085261
